Código,Clave,Descripción,Numero de Familia,Descripción Familia,Familia 
43606,CIPU,"Cierrapuertas hidráulico color aluminio, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43607,CIPU-H,"Cierrapuertas hidráulico color negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43608,CIPU-B,"Cierrapuertas hidráulico color blanco, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43641,FIPU-1,"Fijapuerta metálico, acabado latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43642,FIPU-3,"Fijapuerta metálico, acabado cromo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43645,GAPU-1,"Gancho latonado para puerta, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43646,GAPU-3,"Gancho cromado para puerta, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43650,MADE-1,"Chapetón metálico para puerta, acabado latón brillante",P033,Accesorios de cerrajería,CERRAJERIA
43651,MADE-2,"Chapetón metálico para puerta, acabado latón antiguo",P033,Accesorios de cerrajería,CERRAJERIA
43672,MIRI-1,"Mirilla de seguridad acabado latón, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43673,MIRI-2,"Mirilla de seguridad acabado latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43674,MIRI-3,"Mirilla de seguridad acabado cromo mate, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43678,NUCH-0,"Número 0 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43679,NUCH-1,"Número 1 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43680,NUCH-2,"Número 2 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43681,NUCH-3,"Número 3 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43683,NUCH-5,"Número 5 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43684,NUCH-6,"Número 6 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43685,NUCH-7,"Número 7 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43686,NUCH-8,"Número 8 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43687,NUCH-9,"Número 9 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43730,POCL-175,"Portacandado de acero latonado 1-3/4', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43731,POCZ-175,"Portacandado de acero galvanizado 1-3/4', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43740,POCL-325,"Portacandado de acero latonado 3-1/4', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43741,POCZ-325,"Portacandado de acero galvanizado 3-1/4', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43745,POCL-450,"Portacandado de acero latonado 4-1/2', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43746,POCZ-450,"Portacandado de acero galvanizado 4-1/2', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43750,POCL-600,"Portacandado de acero latonado 6', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43751,POCZ-600,"Portacandado de acero galvanizado 6', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43771,TOCO-1,"Tope tipo codo para puerta, acabado latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43772,TOCO-3,"Tope tipo codo para puerta, acabado cromo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43776,TODO-1,"Tope tipo domo para puerta, acabado latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43777,TODO-3,"Tope tipo domo para puerta, acabado cromo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43781,TOMA-1,"Tope para puerta magnético, acabado latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43782,TOMA-3,"Tope para puerta magnético, acabado cromo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43786,TORE-1,"Tope recto para puerta, acabado latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43787,TORE-3,"Tope recto para puerta, acabado cromo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43910,PEPU-14,"Gancho doble largo y corto tipo perchero, 11 cm, níquel",P033,Accesorios de cerrajería,CERRAJERIA
43911,PEPU-24,"Gancho doble tipo perchero, 7 cm, níquel satinado, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43912,PEPU-13,"Gancho doble largo y corto tipo perchero, 11 cm, cromo mate",P033,Accesorios de cerrajería,CERRAJERIA
43913,PEPU-23,"Gancho doble tipo perchero, 7 cm, cromo mate, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
45679,FIPU-6,"Fijapuerta metálico, acabado negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
45680,TOCO-6,"Tope tipo codo para puerta, acabado negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
45691,TODO-6,"Tope tipo domo para puerta, acabado negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
45745,TOMA-6,"Tope para puerta magnético, acabado negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
46139,MADE-3,"Chapetón metálico para puerta, acabado cromo mate",P033,Accesorios de cerrajería,CERRAJERIA
46358,PEPU-31,"Gancho tipo perchero sombrero y abrigo, 4cm, latón brillante",P033,Accesorios de cerrajería,CERRAJERIA
46366,PEPU-33,"Gancho tipo perchero sombrero y abrigo, 4 cm, cromo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
46367,PEPU-34,"Gancho tipo perchero sombrero y abrigo, 4 cm, níquel, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
46405,PEPU-32,"Gancho tipo perchero sombrero y abrigo, 4 cm, latón antiguo",P033,Accesorios de cerrajería,CERRAJERIA
46549,PEPU-36,"Gancho tipo perchero sombrero y abrigo, 4 cm, negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
46824,MIRI-6,"Mirilla seguridad acabado negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
46831,PEPU-26,"Gancho doble tipo perchero, 7 cm, negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
46832,PEPU-16,"Gancho doble largo y corto tipo perchero, 11 cm, negro",P033,Accesorios de cerrajería,CERRAJERIA
46833,PEPU-06,"Gancho sencillo tipo perchero, 4 cm, negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
46840,MADE-6,"Chapetón metálico para puerta, acabado negro",P033,Accesorios de cerrajería,CERRAJERIA
47853,NUCH-0N,"Número 0 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47854,NUCH-1N,"Número 1 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47855,NUCH-2N,"Número 2 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47856,NUCH-3N,"Número 3 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47857,NUCH-4N,"Número 4 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47858,NUCH-5N,"Número 5 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47859,NUCH-6N,"Número 6 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47860,NUCH-7N,"Número 7 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47861,NUCH-8N,"Número 8 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
47862,NUCH-9N,"Número 9 de latón sólido 4', negro, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48350,PEPU-01,"Gancho sencillo tipo perchero, 4 cm, latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48351,PEPU-02,"Gancho sencillo tipo perchero, 4 cm, latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48352,PEPU-03,"Gancho sencillo tipo perchero, 4 cm, cromo mate, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48353,PEPU-04,"Gancho sencillo tipo perchero, 4 cm, níquel satinado, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48355,PEPU-12,"Gancho doble largo y corto tipo perchero 11cm, latón antiguo",P033,Accesorios de cerrajería,CERRAJERIA
48356,PEPU-21,"Gancho doble tipo perchero, 7 cm, latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48357,PEPU-22,"Gancho doble tipo perchero, 7 cm, latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48377,FIPU-2,"Fijapuerta metálico, acabado latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48388,TOMA-2,"Tope para puerta magnético, acabado latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48398,TODO-2,"Tope tipo domo para puerta, acabado latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48399,TOCO-2,"Tope tipo codo para puerta, acabado latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48596,TOGA-3,"Tope metálico para puerta con gancho, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
49613,TOBI-1,"Tope de puerta para bisagra, acabado latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
49614,TOBI-2,"Tope de puerta para bisagra, acabado latón antiguo, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
49615,TOBI-3,"Tope de puerta para bisagra, acabado cromo mate, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
49624,PEPU-44,"Perchero para pared con 4 ganchos, 10 cm, satinados, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
49727,PIMA-6,"Pistón Magnético para puerta / cajón, negro. HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
40165,TOPU-12,"Cuña tope de caucho sintético para puerta de 12 cm, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
42002,PIGA-60,"Pistón a gas con capacidad de 60 N / 6 kg, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
42003,PIGA-100,"Pistón a gas con capacidad de 100 N / 10 kg, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
42004,PIGA-120,"Pistón a gas con capacidad de 120 N / 12 kg, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43682,NUCH-4,"Número 4 de latón sólido 4', latón brillante, HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43735,POCL-250,"Portacandado de acero latonado 2-1/2', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
43736,POCZ-250,"Portacandado de acero galvanizado 2-1/2', HERMEX",P033,Accesorios de cerrajería,CERRAJERIA
48354,PEPU-11,"Gancho doble largo y corto tipo perchero, 11 cm, brillante",P033,Accesorios de cerrajería,CERRAJERIA
103956,ASPI-20AS,"Aspiradora 20V, sin accesorios, TRUPER PRO",P418,Máquinas inalámbricas,MAQUINAS PORTATILES INALAMBRICAS
102446,MAX-20A,"Aspiradora para auto, 20V, 1 batería 2Ah, MAX",P418,Máquinas inalámbricas,MAQUINAS PORTATILES INALAMBRICAS
29940,ASI-20P,"Aspiradora para auto, 20V, 1 batería 2Ah, PRETUL",P418,Máquinas inalámbricas,MAQUINAS PORTATILES INALAMBRICAS
102551,REPI-19,"Rejilla escurridora para rodillos, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
102885,DECU-8,"Destapador de cubetas, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
10547,EXTM-12,"Extensión de acero para rodillo, 1.2 m, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
10548,EXTM-24,"Extensión de acero para rodillo, 2.4 m, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
10549,EXTM-30,"Extensión de acero para rodillo, 3 m, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19211,CHAP-14,"Charola para rodillo 9' profesional, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19213,EXTA-27,"Extensión de aluminio para rodillo, 2.7 m, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19216,EXTA-20,"Extensión de aluminio para rodillo, 2 m, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
20654,CHAP-14P,"Charola para rodillo 9', PRETUL",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
10546,EXTF-36,"Extensión de fibra de vidrio para rodillo, 3.6 m, TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
13843,KIT-ROPI-915,"Kit de rodillo para pintar, 9' (maneral, charola y felpa)",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
15023,KIT-ROPI-420N,"Kit de rodillo para pintar, 4' (maneral, charola y 5 felpas)",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19392,PAD-7,"Pinta pad 7', TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19393,PAD-9,"Pinta pad 9', TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19394,PAD-5R,"Pad rematador 5', TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19398,REP-PAD-7,"Repuesto para pinta pad, 7', TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
19399,REP-PAD-9,"Repuesto para pinta pad, 9', TRUPER",P880,Accesorios para pintar,EXTENSIONES PARA RODILLO
12815,AM-VA,"Amarrador de varillas, TRUPER",P205,Amarradores de varillas,AMARRADOR DE VARILLAS
10254,AJT-21,"Arco jardinero tubular de 21', TRUPER",P431,Arcos jardineros nacionales,ARCOS JARDINERO
10258,AJT-24,"Arco jardinero tubular de 24', TRUPER",P431,Arcos jardineros nacionales,ARCOS JARDINERO
10260,AJT-30,"Arco jardinero tubular de 30', TRUPER",P431,Arcos jardineros nacionales,ARCOS JARDINERO
10266,REP-AJT-21,"Segueta de repuesto para arco jardinero AJT-21, TRUPER",P431,Arcos jardineros nacionales,ARCOS JARDINERO
10270,REP-AJT-24,"Segueta de repuesto para arco jardinero AJT-24, TRUPER",P431,Arcos jardineros nacionales,ARCOS JARDINERO
10271,REP-AJT-30,"Segueta de repuesto para arco jardinero AJT-30, TRUPER",P431,Arcos jardineros nacionales,ARCOS JARDINERO
10221,ACA-6X,"Arco calador con 5 seguetas de 6-1/2', TRUPER",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
20002,MAT-12P,"Mini arco 12' de plástico para segueta, PRETUL",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
10210,AJ-6,"Arco junior 6' para segueta, TRUPER",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
10220,REP-AJ-6,"Blíster con 5 seguetas de repuesto para AJ-6, TRUPER",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
10229,REP-ACA-6X,"Blíster con 8 seguetas de repuesto para ACA-6X, TRUPER",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
10230,APT-12,Arco 12' profesional ajustable de solera para segueta,P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
10232,ATX-12,"Arco 12' profesional extra pesado de 1 kg, TRUPER EXPERT",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
10234,ATT-12,"Arco 12' profesional tubular de acero para segueta, TRUPER",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
10236,MAT-12,"Mini arco 12' de aluminio para segueta, TRUPER",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
20000,ACA-6,"Arco calador con 5 seguetas de 6-1/2', PRETUL",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
20010,REP-ACA-6,"Blíster con 8 seguetas de repuesto para ACA-6, PRETUL",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
20017,APS-12,"Arco 12' de solera para segueta, PRETUL",P004,Arcos para seguetas,ARCOS PARA SEGUETAS Y CALADORES
102869,ACE-30M,"Azadón Centroamericano 3.0 lb, mango de fibra 54', TRUPER",P738,Azadones de ojo,AZADONES
102910,ACE-25M,"Azadón Centroamericano 2.5 lb, mango de fibra 54', TRUPER",P738,Azadones de ojo,AZADONES
10359,ACE-20,"Azadón Centroamericano 2.0 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
10361,ACE-25,"Azadón Centroamericano 2.5 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
10362,ACE-30,"Azadón Centroamericano 3.0, lb sin mango, TRUPER",P738,Azadones de ojo,AZADONES
10364,ACE-35,"Azadón Centroamericano 3.5, lb sin mango, TRUPER",P738,Azadones de ojo,AZADONES
102915,AL-0MM,"Azadón Lane No. 0 de 1.6 lb, mango madera de 54', TRUPER",P738,Azadones de ojo,AZADONES
102916,AL-1MM,"Azadón Lane No. 1 de 1.8 lb, mango madera de 54', TRUPER",P738,Azadones de ojo,AZADONES
102917,AL-2MM,"Azadón Lane No. 2 de 2.0 lb, mango madera de 54', TRUPER",P738,Azadones de ojo,AZADONES
102918,AL-3MM,"Azadón Lane No. 3 de 2.1 lb, mango madera de 54', TRUPER",P738,Azadones de ojo,AZADONES
103104,AL-0S,"Azadón Lane No. 0 de 1.6 lb, mango de acero 54', TRUPER",P738,Azadones de ojo,AZADONES
103105,AL-1S,"Azadón Lane No. 1 de 1.8 lb, mango de acero 54', TRUPER",P738,Azadones de ojo,AZADONES
103106,AL-2S,"Azadón Lane No. 2 de 2.0 lb, mango de acero 54', TRUPER",P738,Azadones de ojo,AZADONES
103107,AL-3S,"Azadón Lane No. 3 de 2.1 lb, mango de acero 54', TRUPER",P738,Azadones de ojo,AZADONES
10600,AL-0,"Azadón Lane No. 0 de 1.6 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
10609,AL-3,"Azadón Lane No. 3 de 2.1 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
10612,AL-0M,"Azadón Lane No. 0 de 1.6 lb, mango de fibra 54', TRUPER",P738,Azadones de ojo,AZADONES
10615,AL-1M,"Azadón Lane No. 1 de 1.8 lb, mango de fibra 54', TRUPER",P738,Azadones de ojo,AZADONES
10618,AL-2M,"Azadón Lane No. 2 de 2.0 lb, mango de fibra 54', TRUPER",P738,Azadones de ojo,AZADONES
10621,AL-3M,"Azadón Lane No. 3 de 2.1 lb, mango de fibra 54', TRUPER",P738,Azadones de ojo,AZADONES
11531,ACO-3,"Azadón Córdoba No. 3 de 2.8 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
11631,ACO-3M,"Azadón Córdoba No. 3 de 2.8 lb, mango de madera 54', TRUPER",P738,Azadones de ojo,AZADONES
19979,AOM-1,"Azadón oreja y martillo No. 1 de 2.6 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
19982,AOM-1M,"Azadón oreja y martillo No. 1 de 2.6 lb, mango de fibra 54'",P738,Azadones de ojo,AZADONES
19983,AOM-2M,"Azadón oreja y martillo No. 2 de 2.8 lb, mango de fibra 54'",P738,Azadones de ojo,AZADONES
10603,AL-1,"Azadón Lane No. 1 de 1.8 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
10606,AL-2,"Azadón Lane No. 2 de 2.0 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
11605,ACO-2M,"Azadón Córdoba No. 2 de 2.2 lb, mango de madera 54', TRUPER",P738,Azadones de ojo,AZADONES
19980,AOM-2,"Azadón oreja y martillo No. 2 de 2.8 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
19984,AOM-3M,"Azadón oreja y martillo No. 3 de 3.3 lb, mango de fibra 54'",P738,Azadones de ojo,AZADONES
11530,ACO-2,"Azadón Córdoba No. 2 de 2.2 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
19981,AOM-3,"Azadón oreja y martillo No. 3 de 3.3 lb, sin mango, TRUPER",P738,Azadones de ojo,AZADONES
100752,A2C,"Azadón dos cuernos, mango de madera 54', TRUPER",P739,Azadones de zanco,AZADONES
102140,ATJ-V,"Azadón triangular jardinero, mango de madera 54', TRUPER",P739,Azadones de zanco,AZADONES
10553,ATJ,"Azadón jardinero Classic, mango de madera 54', TRUPER",P739,Azadones de zanco,AZADONES
10562,ATJ-C,"Azadón tomatero, mango corto de madera 18', TRUPER",P739,Azadones de zanco,AZADONES
10565,ATM,"Azadón mezclero, cabeza forjada 10', mango de 60', TRUPER",P739,Azadones de zanco,AZADONES
10568,CUL,"Cultivador forjado, 4 dientes, mango de madera 54', TRUPER",P739,Azadones de zanco,AZADONES
15127,ACT-HOE,"Deshierbador, mango de madera 54', TRUPER",P739,Azadones de zanco,AZADONES
25053,ATJ-P,"Azadón jardinero, mango de madera 48', PRETUL",P739,Azadones de zanco,AZADONES
101543,CUL-5,"Cultivador forjado, 5 dientes, mango de madera 60', TRUPER",P739,Azadones de zanco,AZADONES
10559,ATJ-F,"Azadón jardinero, mango fibra de vidrio de 60', TRUPER",P739,Azadones de zanco,AZADONES
19683,WEC-14,"Cortador de maleza, mango de madera 30', TRUPER",P739,Azadones de zanco,AZADONES
19740,ATM-7,"Azadón mezclero, cabeza forjada 7', mango de 60', TRUPER",P739,Azadones de zanco,AZADONES
10759,BAP-150E,"Barreta para tierra dura 1'x150 cm, escoplo 67 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
19963,BAP-175E,"Barreta para tierra dura de 1'x175 cm, escoplo 67 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
102649,BU-60X,"Barreta de uña de 7/8' x 60 cm, TRUPER EXPERT",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
102670,BU-75X,"Barreta de uña de 7/8' x 75 cm, TRUPER EXPERT",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
102671,BU-90X,"Barreta de uña de 7/8' x 90 cm, TRUPER EXPERT",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
102672,BU-105X,"Barreta de uña de 7/8' x 105 cm, TRUPER EXPERT",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10750,BAP-100,"Barreta de punta de 7/8' x 100 cm, escoplo 60 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10753,BAP-125,"Barreta de punta de 7/8' x 125 cm, escoplo 60 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10756,BAP-150,"Barreta de punta de 1'x150 cm, escoplo 72 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10762,BAP-175,"Barreta de punta de 1'x175 cm, escoplo 72 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10765,BAP-175X,"Barreta de punta de 1-1/4' x 175 cm, escoplo 80 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10853,BU-45,"Barreta de uña de 3/4' x 45 cm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10856,BU-60,"Barreta de uña de 3/4' x 60 cm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10859,BU-75,"Barreta de uña de 3/4' x 75 cm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10862,BU-90,"Barreta de uña de 3/4' x 90 cm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10865,GRT-19,"Grifa de dos bocas de 5/8 y 1/2', TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10874,BU-120,"Barreta de uña de 1' x 120 cm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
13050,CU-3/4,"Cuña para concreto de 3/4', TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
13053,CU-7/8,"Cuña para concreto de 7/8', TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
13056,CU-1,"Cuña para concreto de 1', TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
19633,BU-105,"Barreta de uña de 3/4' x 105 cm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
19800,GRT-21,"Grifa de dos bocas de 5/8 y 3/4', TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
19985,BACO-120,"Barra cavadora 1' x 120 cm, escoplo 102 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
19986,BACO-130,"Barra cavadora 1' x 130 cm, escoplo 102 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
19987,BACO-140,"Barra cavadora 1' x 140 cm, escoplo 102 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
19988,BACO-150,"Barra cavadora 1' x 150 cm, escoplo 102 mm, TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
13059,CU-1-1/4,"Cuña para concreto de 1-1/4', TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
13062,CU-1-1/2,"Cuña para concreto de 1-1/2', TRUPER",P767,"Barretas, grifas y cuñas nacionales",BARRETAS
10976,MBC-12,"Juego de muelas para berbiquí 12', TRUPER",P011,Berbiquíes,BERBIQUIES
10970,BC-12M,"Berbiquí profesional 12' perilla de madera, TRUPER",P011,Berbiquíes,BERBIQUIES
20240,BC-10P,"Berbiquí 12' perilla de plástico, PRETUL",P011,Berbiquíes,BERBIQUIES
27110,MBC-10P,"Juego de muelas para berbiquí 12', PRETUL",P011,Berbiquíes,BERBIQUIES
11000,BPJ-3,"Bieldo para paja, 3 dientes, mango largo 48', TRUPER",P401,Bieldos nacionales,BIELDOS
11003,BPJ-4,"Bieldo para paja, 4 dientes, mango largo 48', TRUPER",P401,Bieldos nacionales,BIELDOS
11006,BPJ-5,"Bieldo para paja, 5 dientes, mango largo 48', TRUPER",P401,Bieldos nacionales,BIELDOS
11009,BPJ-6,"Bieldo para paja, 6 dientes, mango largo 48', TRUPER",P401,Bieldos nacionales,BIELDOS
11021,BJ-4,"Bieldo para jardín, 4 dientes, mgo 34', puño 'Y', TRUPER",P401,Bieldos nacionales,BIELDOS
19998,BF-16,"Bieldo para estiércol, 16 dientes, mango 54',cabeza plástica",P401,Bieldos nacionales,BIELDOS
23698,BC-351PPB,"Bolsa c/2 bisagras cuadradas 3-1/2',latonado, HERMEX BASIC",P013,Bisagras,BISAGRAS
25102,BC-252PP,"Bisagra cuadrada 2-1/2', latón antiguo, cabeza plana, BASIC",P013,Bisagras,BISAGRAS
25107,BC-253PP,"Bisagra cuadrada 2-1/2', satinado, cabeza plana, BASIC",P013,Bisagras,BISAGRAS
25109,BC-251PP,"Bisagra cuadrada 2-1/2',latonado, cabeza plana, HERMEX BASIC",P013,Bisagras,BISAGRAS
27133,BC-256PP,"Bisagra cuadrada 2-1/2', negro mate, cabeza plana, BASIC",P013,Bisagras,BISAGRAS
29064,BC-353PPB,"Bolsa c/2 bisagras cuadradas 3-1/2', plana, satinado, BASIC",P013,Bisagras,BISAGRAS
29066,BC-352PPB,"Bolsa c/2 bisagras cuadradas 3-1/2', plana, latón ant, BASIC",P013,Bisagras,BISAGRAS
29068,BC-356PPB,"Bolsa c/2 bisagras cuadradas 3-1/2', plana, negro, BASIC",P013,Bisagras,BISAGRAS
43187,BR-200,"Bisagra rectangular 2 x 1-1/2', acero natural, HERMEX",P013,Bisagras,BISAGRAS
