Código,Clave,Descripción,Numero de Familia,Descripción Familia,Familia 
28088,DP-5/16X8BP,"Desarmador de cruz 5/16' x 8' mango Comfort Grip, PRETUL",P253,Desarmadores,DESARMADORES
29988,DJ-3/16P,"Desarmador de caja 3/16' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
29989,DJ-1/4P,"Desarmador de caja 1/4' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
29990,DJ-5/16P,"Desarmador de caja 5/16' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
29991,DJ-3/8P,"Desarmador de caja 3/8' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
29992,DJ-7/16P,"Desarmador de caja 7/16' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
29993,DJ-1/2P,"Desarmador de caja 1/2' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
100831,DR-3/16X3B,"Desarmador plano 3/16' x 3' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
100840,DG-3/16X3B,"Desarmador cabinet 3/16 x 3' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
102240,DP-3/16X3D,"Desarmador dieléctrico de cruz 3/16' x 3', TRUPER",P253,Desarmadores,DESARMADORES
14029,DG-3/16X3,"Desarmador cabinet 3/16' x 3' mango de acetato, TRUPER",P253,Desarmadores,DESARMADORES
14062,DP-3/16X3,"Desarmador de cruz 3/16' x 3' mango de acetato, TRUPER",P253,Desarmadores,DESARMADORES
14064,DP-3/16X3B,"Desarmador de cruz 3/16' x 3' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
14101,DC-5/16X5,Desarmador plano 5/16 x 5' barra cuadrada mango acetato,P253,Desarmadores,DESARMADORES
14143,GO-3/16X3C,"Desarmador de cruz de golpe 3/16' x 3', TRUPER EXPERT",P253,Desarmadores,DESARMADORES
14155,GO-3/16X3P,"Desarmador plano de golpe 3/16' x 3', TRUPER EXPERT",P253,Desarmadores,DESARMADORES
19624,JDT-2B,"Dúo de desarmadores 1/4' x 1-1/2' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
20217,JDT-2BP,"Dúo de desarmadores 1/4' x 1-1/2' mango Comfort Grip, PRETUL",P253,Desarmadores,DESARMADORES
21379,JDT-2TP,"Dúo de desarmadores 1/4 x 1-1/2' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
21420,DJ-7P,"Juego de 7 desarmadores de caja mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
21456,DR-3/16X3TP,"Desarmador plano 3/16 x 3' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
21471,DP-3/16X3TP,"Desarmador de cruz 3/16 x 3' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
21478,DR-3/16X3BP,"Desarmador plano 3/16 x 3' mango Comfort Grip, PRETUL",P253,Desarmadores,DESARMADORES
21493,DP-3/16X3BP,"Desarmador de cruz 3/16' x 3' mango Comfort Grip, PRETUL",P253,Desarmadores,DESARMADORES
14011,DG-1/8X2-1/2,"Desarmador cabinet 1/8' x 2-1/2' mango de acetato, TRUPER",P253,Desarmadores,DESARMADORES
14050,DP-1/8X2-1/2,"Desarmador de cruz 1/8' x 2-1/2' mango de acetato, TRUPER",P253,Desarmadores,DESARMADORES
18547,DP-1/8X2-1/2B,"Desarmador de cruz 1/8' x 2-1/2' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
18549,DG-1/8X4-1/2B,"Desarmador cabinet 1/8' x 4-1/2' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
13993,DR-1/4X1-1/2,"Desarmador plano 1/4' x 1-1/2' mango de acetato, TRUPER",P253,Desarmadores,DESARMADORES
14003,DR-1/4X1-1/2B,"Desarmador plano 1/4' x 1-1/2' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
14071,DP-1/4X1-1/2,"Desarmador de cruz 1/4' x 1-1/2' mango de acetato, TRUPER",P253,Desarmadores,DESARMADORES
14073,DP-1/4X1-1/2B,"Desarmador de cruz 1/4' x 1-1/2' mango Comfort Grip, TRUPER",P253,Desarmadores,DESARMADORES
21461,DR-1/4X1-1/2TP,"Desarmador plano 1/4 x 1-1/2' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
21476,DP-1/4X1-1/2TP,"Desarmador de cruz 1/4 x 1-1/2' mango de PVC, PRETUL",P253,Desarmadores,DESARMADORES
21483,DR-1/4X1-1/2BP,"Desarmador plano 1/4' x 1-1/2'mango Comfort Grip, PRETUL",P253,Desarmadores,DESARMADORES
21498,DP-1/4X1-1/2BP,"Desarmador de cruz 1/4' x 1-1/2' mango Comfort Grip, PRETUL",P253,Desarmadores,DESARMADORES
12279,DECA-25,"Destapacaños de 7.6 m manual, TRUPER",P053,Destapacaños,DESTAPACAÑOS
12280,DECA-25X,"Destapacaños de 7.6 m para taladro, con mango, TRUPER",P053,Destapacaños,DESTAPACAÑOS
15149,DECAB-45,"Destapacaños de 4.5 m tipo barreno con manivela, TRUPER",P053,Destapacaños,DESTAPACAÑOS
15150,DECAB-150,"Destapacaños de 15 m tipo barreno con manivela, TRUPER",P053,Destapacaños,DESTAPACAÑOS
22880,DECA-15P,"Destapacaños de 4.5 m manual, PRETUL",P053,Destapacaños,DESTAPACAÑOS
22881,DECA-25P,"Destapacaños de 7.6 m manual con mango, PRETUL",P053,Destapacaños,DESTAPACAÑOS
22882,DECA-6P,"Destapacaños de 1.8 m manual, PRETUL",P053,Destapacaños,DESTAPACAÑOS
28150,DECA-2P,"Juegos de 2 destapacaños manuales, PRETUL",P053,Destapacaños,DESTAPACAÑOS
55850,BODE-6,"Bomba destapacaños de 15 cm, KLINTEK",P053,Destapacaños,DESTAPACAÑOS
103367,EP-30X,"Escoba para alto volumen de hojas, TRUPER",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
11107,EP-23X,"Escoba plástica para jardín, flexible, 23 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
14324,EM-22A,"Escoba metálica p/jardín curva,22 dientes redondos,mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
19785,EP-22F,"Escoba plástica para jardín, flexible, 22 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
19786,EP-22R,"Escoba plástica para jardín, rígida, 22 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
19787,EP-26F,"Escoba plástica para jardín, flexible, 26 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
19788,EP-26R,"Escoba plástica para jardín, rígida, 26 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
19881,EP-26X,"Escoba plástica para jardín, 39 dientes, mango de acero 60'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
21430,EP-22P,"Escoba plástica p/jardín, flex. 22 dientes, mango 48' PRETUL",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
21431,EM-20P,"Escoba metálica para jardín, curva, 20 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
14322,EM-22,"Escoba metálica para jardín, curva, 22 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
14326,EMX-18,"Escoba metálica para jardín, recta, 18 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
14328,EMX-22,"Escoba metálica para jardín, recta, 22 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
14332,EMP-22,"Escoba metal/plástico alto impacto, cabeza recta, 22 dientes",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
14342,EMX-24,"Escoba metálica para jardín, recta, 24 dientes, mango 54'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
14345,EP-15,"Escoba plástica para jardín, rígida, 15 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
19065,EP-30,"Escoba plástica para jardín, flexible, 30 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
19678,EM-15,"Escoba metálica para jardín, curva, 15 dientes, mango 48'",P403,Escobas para jardín nacionales,ESCOBAS DE JARDÍN
101386,E-16X24N,Escuadra 16'x24' de aluminio color naranja para cantero,P058,Escuadras,ESCUADRAS
104023,ET-7AN,"Escuadra 7', aluminio color negro, para muro de yeso, TRUPER",P058,Escuadras,ESCUADRAS
104024,ET-12AN,"Escuadra 12', aluminio color negro, para muro de yeso,TRUPER",P058,Escuadras,ESCUADRAS
14369,ECT-6,"Escuadra 7' de combinación con punzón para marcar, TRUPER",P058,Escuadras,ESCUADRAS
14382,EFT-8,Escuadra falsa d/acero inoxidable 19cm / 6' con mango de ABS,P058,Escuadras,ESCUADRAS
14384,E-16X24,"Escuadra 16'x24' de acero para cantero, TRUPER",P058,Escuadras,ESCUADRAS
14386,E-8X12,"Escuadra 8'x12' de acero para cantero, TRUPER",P058,Escuadras,ESCUADRAS
26086,EC-6P,"Escuadra 6' para carpintero, PRETUL",P058,Escuadras,ESCUADRAS
26087,EC-8P,"Escuadra 8' para carpintero, PRETUL",P058,Escuadras,ESCUADRAS
26088,EC-10P,"Escuadra 10' para carpintero, PRETUL",P058,Escuadras,ESCUADRAS
26089,EC-12P,"Escuadra 12' para carpintero, PRETUL",P058,Escuadras,ESCUADRAS
101810,RGL-15B,"Regla 15 cm de acero inoxidable de bolsillo, TRUPER",P058,Escuadras,ESCUADRAS
14370,EC-6,Escuadra 6' para carpintero con mango 100% de aluminio,P058,Escuadras,ESCUADRAS
14372,EC-8,Escuadra 8' para carpintero con mango 100% de aluminio,P058,Escuadras,ESCUADRAS
14374,EC-10,Escuadra 10' para carpintero con mango 100% de aluminio,P058,Escuadras,ESCUADRAS
14376,EC-12,Escuadra 12' para carpintero con mango 100% de aluminio,P058,Escuadras,ESCUADRAS
14380,ECT-12,"Escuadra 12' de combinación con punzón para marcar, TRUPER",P058,Escuadras,ESCUADRAS
14381,ECT-16,"Escuadra 16' de combinación con punzón para marcar, TRUPER",P058,Escuadras,ESCUADRAS
14385,EFT-9X,"Escuadra 9' falsa de acero inox mango de aluminio, EXPERT",P058,Escuadras,ESCUADRAS
14387,RGL-30,"Regla 30 cm de acero inoxidable, TRUPER",P058,Escuadras,ESCUADRAS
15131,ET-7A,"Escuadra 7' de aluminio para muros de yeso, TRUPER",P058,Escuadras,ESCUADRAS
15132,ET-12A,"Escuadra 12' de aluminio para muros de yeso, TRUPER",P058,Escuadras,ESCUADRAS
102860,ESM-3X,"Escuadra magnética para soldar de 3-1/4' carga 25 kg, EXPERT",P737,Escuadras magnéticas,ESCUADRAS
102861,ESM-4X,"Escuadra magnética para soldar de 4-3/8' carga 50 kg, EXPERT",P737,Escuadras magnéticas,ESCUADRAS
102862,ESM-5X,"Escuadra magnética para soldar de 5-1/2' carga 70 kg, EXPERT",P737,Escuadras magnéticas,ESCUADRAS
28242,ESM-3P,"Escuadra magnética para soldar de 3', carga 10 kg, PRETUL",P737,Escuadras magnéticas,ESCUADRAS
28243,ESM-4P,"Escuadra magnética para soldar de 4', carga 20 kg, PRETUL",P737,Escuadras magnéticas,ESCUADRAS
28244,ESM-5P,"Escuadra magnética para soldar de 5', carga 25 kg, PRETUL",P737,Escuadras magnéticas,ESCUADRAS
103031,ESM-32,"2 Escuadras magnéticas esquineras 2-3/4' carga 11 kg, TRUPER",P737,Escuadras magnéticas,ESCUADRAS
12119,ESM-3,"Escuadra magnética para soldar de 3', carga 11 kg, TRUPER",P737,Escuadras magnéticas,ESCUADRAS
15407,ESM-4,"Escuadra magnética para soldar de 4', carga 22 kg, TRUPER",P737,Escuadras magnéticas,ESCUADRAS
15408,ESM-5,"Escuadra magnética para soldar de 5', carga 34 kg, TRUPER",P737,Escuadras magnéticas,ESCUADRAS
11865,ETA-8X,"Espátula tapizadora de 8' acero inoxidable, TRUPER EXPERT",P059,Espátulas,CUÑAS
11879,ETA-10X,"Espátula tapizadora de 10' acero inoxidable, TRUPER EXPERT",P059,Espátulas,CUÑAS
11881,ETA-12X,"Espátula tapizadora de 12' acero inoxidable, TRUPER EXPERT",P059,Espátulas,CUÑAS
12876,ET-8FX,"Espátula flexible 8' acero inoxidable, Comfort Grip, EXPERT",P059,Espátulas,CUÑAS
12881,ET-10FX,"Espátula flexible 10' acero inoxidable, Comfort Grip, EXPERT",P059,Espátulas,CUÑAS
14440,ET-1R,"Espátula rígida 1' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14441,ET-2R,"Espátula rígida 2' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14442,ET-3R,"Espátula rígida 3' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14443,ET-2P,"Espátula plástica de 2', TRUPER",P059,Espátulas,CUÑAS
14444,ET-3P,"Espátula plástica de 3', TRUPER",P059,Espátulas,CUÑAS
14445,ET-4P,"Espátula plástica de 4', TRUPER",P059,Espátulas,CUÑAS
14447,ET-1F,"Espátula flexible 1' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14448,ET-2F,"Espátula flexible 2' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14449,ET-3F,"Espátula flexible 3' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14450,ET-4F,"Espátula flexible 4' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14451,ET-5F,"Espátula flexible 5' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14452,ET-6F,"Espátula flexible 6' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
14457,ET-3RA,"Espátula afilada y angulada 3' con mango de madera, TRUPER",P059,Espátulas,CUÑAS
15850,ET-2FX,"Espátula flexible 2' acero inoxidable, Comfort Grip, EXPERT",P059,Espátulas,CUÑAS
15851,ET-3FX,"Espátula flexible 3' acero inoxidable, Comfort Grip, EXPERT",P059,Espátulas,CUÑAS
15852,ET-4FX,"Espátula flexible 4' acero inoxidable, Comfort Grip, EXPERT",P059,Espátulas,CUÑAS
15853,ET-5FX,"Espátula flexible 5' acero inoxidable, Comfort Grip, EXPERT",P059,Espátulas,CUÑAS
15854,ET-6FX,"Espátula flexible 6' acero inoxidable, Comfort Grip, EXPERT",P059,Espátulas,CUÑAS
20322,E-1F,"Espátula flexible 1' con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
20323,E-5F,"Espátula flexible 5' con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
21515,E-2F,"Espátula flexible 2' con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
21516,E-3F,"Espátula flexible 3' con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
21517,E-4F,"Espátula flexible 4' con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
21522,E-2R,"Espátula rígida 2' con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
21523,E-3R,"Espátula rígida 3' con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
21640,CUÑ-43P,"Cuña de 4' x 3' sin mango, bolsa con 20 piezas, PRETUL",P059,Espátulas,CUÑAS
21641,CUÑ-45P,"Cuña de 4' x 5' sin mango, bolsa con 20 piezas, PRETUL",P059,Espátulas,CUÑAS
101374,ETR-6,"Espátula rectangular 6' x 3' acero inoxidable, mango madera",P059,Espátulas,CUÑAS
14459,ETA-8,"Espátula tapizadora de 8' acero al medio carbono, TRUPER",P059,Espátulas,CUÑAS
14460,ETA-10,"Espátula tapizadora de 10' acero al medio carbono, TRUPER",P059,Espátulas,CUÑAS
14461,ETA-12,"Espátula tapizadora de 12' acero al medio carbono, TRUPER",P059,Espátulas,CUÑAS
24200,CUÑ-4P,"Juego de 4 cuñas con mango de plástico, PRETUL",P059,Espátulas,CUÑAS
14458,ET-2-1/2R5,"Espátula 2-1/2' de 5 usos con mango de madera, TRUPER",P059,Espátulas,CUÑAS
15855,ET-2-1/2R5X,"Espátula 2-1/2' de 6 usos, acero inoxidable, Comfort Grip",P059,Espátulas,CUÑAS
104032,JGO-OR2,"Juego de opresores para resorte de amortiguador, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
104033,JGO-DR4,"Juego para desmontar rótulas y terminales, 9 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
104034,JGO-LV9,"Juego de arco levanta válvulas, 10 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
104035,JGO-ET12,"Extractor p/tirante interior (bieleta de dirección), TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
104036,JGO-ER5,"Juego de extractores para rótulas, 5 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
104038,JGO-EB13,"Juego extractores de baleros y poleas, 13 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14502,EX-OROS,"Extractor para engranes y orificios roscados, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14503,EX-P4,"Extractor de poleas, 3 quijadas, 4', TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14505,JGO-DIR,"Extractor para bombas de dirección, en blíster, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14506,EX-P6,"Extractor de poleas, 3 quijadas, 6', TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14508,EXT-10,"Extractor de volantes, 11 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14509,EX-P8,"Extractor de poleas, 3 quijadas, 8', TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14513,EX-PIT-L,"Extractor Pitman, alcance 54 mm, uso ligero, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14514,EX-PIT-P,"Extractor Pitman, alcance 63 mm, uso pesado, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
104037,JGO-OP22,"Juego de opresores para pistón de frenos, 22 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14498,EX-P2-6,"Extractor de poleas, 2 quijadas, 6', TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14499,EX-P2-10,"Extractor de poleas, 2 quijadas, 10', TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14500,EX-P3,"Extractor de poleas, 3 quijadas, 3', TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14501,EX-PACA,"Extractor de poleas, pata de cabra, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14510,EXT-13,"Extractor pata de gallo, 13 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14511,EXT-15,"Extractor pata de gallo, 15 piezas, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14516,EX-B2,"Extractor de baleros de 25 a 62 mm, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
14517,EX-B4,"Extractor de baleros de 57 a 108 mm, TRUPER",P063,Extractores y separadores para mecánico,"EXTRACTORES 
DE POLEAS"
102332,FCG-10M,"Flexómetro compacto contra impactos 10 m cinta 25 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
102663,FH-3MC,Flexómetro Gripper 3 m cinta 13 mm display box con 24 piezas,P064,Flexómetros,FLEXÓMETROS
103057,FCN-10M,"Flexómetro contra impactos 10 m, Cinta Negra 32 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
103090,FB-2M,"Flexómetro de bolsillo 2 m cinta 13 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
10746,FA-3M,"Flexómetro Auto-Lock contra impactos 3 m cinta 16 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
10747,FA-5M,"Flexómetro Auto-Lock contra impactos 5 m cinta 19 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
10749,FA-8M,"Flexómetro Auto-Lock contra impactos 8 m cinta 25 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
11720,FCN-3M,"Flexómetro contra impactos 3 m, Cinta Negra 13 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
11747,FCN-8M,"Flexómetro contra impactos 8 m, Cinta Negra 25 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
12694,FIN-5M,Flexómetro industrial contra impactos 5 m cinta 19 mm,P064,Flexómetros,FLEXÓMETROS
12696,FIN-8M,Flexómetro industrial contra impactos 8 m cinta 25 mm,P064,Flexómetros,FLEXÓMETROS
12771,FCG-3M,"Flexómetro compacto contra impactos 3 m cinta 16 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
12772,FCG-5M,"Flexómetro compacto contra impactos 5 m cinta 19 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
12774,FCG-8M,"Flexómetro compacto contra impactos 8 m cinta 25 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
14577,FH-3M,"Flexómetro Gripper contra impactos 3 m cinta 13 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
14578,FH-5M,"Flexómetro Gripper contra impactos 5 m cinta 19 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
14579,FH-8M,"Flexómetro Gripper contra impactos 8 m cinta 25 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
14582,FH-10M,"Flexómetro Gripper contra impactos 10 m cinta 32 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
15025,FF-7528,"Flexómetro XTRA 7.5 m cinta extra ancha 28 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
15385,FF-5528,"Flexómetro XTRA 6 m cinta extra ancha 28 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
15387,FH-3ME,Flexómetro contra impactos 3 m cinta 13 mm grad. métrica,P064,Flexómetros,FLEXÓMETROS
15388,FH-5ME,Flexómetro contra impactos 5 m cinta 19 mm grad. métrica,P064,Flexómetros,FLEXÓMETROS
15389,FH-8ME,Flexómetro contra impactos 8 m cinta 25 mm grad. métrica,P064,Flexómetros,FLEXÓMETROS
21603,PRO-8ME,"Flexómetro amarillo 8 m cinta 25 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
21605,PRO-3MEB,"Flexómetro amarillo 3 m cinta 13 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
21606,PRO-5MEB,"Flexómetro amarillo 5 m cinta 19 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
21607,PRO-3MEC,"Flexómetro 3 m cinta 13 mm, en display box, PRETUL",P064,Flexómetros,FLEXÓMETROS
21608,PRO-5MEC,"Flexómetro 5 m cinta 19 mm, en display box, PRETUL",P064,Flexómetros,FLEXÓMETROS
21609,PRO-3MEB-A,"Flexómetro azul 3 m cinta 13 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
21610,PRO-5MEB-A,"Flexómetro azul 5 m cinta 19 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
21611,PRO-3MEB-R,"Flexómetro rojo 3 m cinta 13 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
21612,PRO-5MEB-R,"Flexómetro rojo 5 m cinta 19 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
21624,PRO-55MEC,"Flexómetro 6 m cinta 25 mm, en display box, PRETUL",P064,Flexómetros,FLEXÓMETROS
21625,PRO-8MEC,"Flexómetro 8 m cinta 25 mm, en display box, PRETUL",P064,Flexómetros,FLEXÓMETROS
28022,PRO-55MEB,"Flexómetro amarillo 6 m cinta 25 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
28023,PRO-55MEB-A,"Flexómetro azul 6 m cinta 25 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
28024,PRO-55MEB-R,"Flexómetro rojo 6 m cinta 25 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
29998,PRO-8ME-A,"Flexómetro azul 8 m cinta 25 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
29999,PRO-8ME-R,"Flexómetro rojo 8 m cinta 25 mm, en tarjeta, PRETUL",P064,Flexómetros,FLEXÓMETROS
10748,FA-55M,Flexómetro Auto-Lock contra impactos 5.5 m cinta 25 mm,P064,Flexómetros,FLEXÓMETROS
11745,FCN-55M,"Flexómetro contra impactos 5.5 m, Cinta Negra 25 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
12695,FIN-55M,Flexómetro industrial contra impactos 5.5 m cinta 25 mm,P064,Flexómetros,FLEXÓMETROS
12773,FCG-55M,"Flexómetro compacto contra impactos 5.5 m cinta 25 mm,TRUPER",P064,Flexómetros,FLEXÓMETROS
14613,FH-55M,"Flexómetro Gripper contra impactos 5.5 m cinta 25 mm, TRUPER",P064,Flexómetros,FLEXÓMETROS
103651,FL-12G,"Flota esponja 12', esp. 1/2', acabado áspero, Comfort Grip",P591,Flotas,FLOTAS
103652,FL-10G,"Flota esponja 9 1/2', esp. 3/4' acabado áspero, Comfort Grip",P591,Flotas,FLOTAS
103653,FL-10NG,"Flota de hule 9 1/2', esp. 5/8', acabado fino, Comfort Grip",P591,Flotas,FLOTAS
103654,FL-10XG,"Flota de hule 9 1/2', esp. 5/8', acabado liso, Comfort Grip",P591,Flotas,FLOTAS
15418,FL-10,"Flota de esponja 9-1/2' espesor 3/4', acabado áspero, TRUPER",P591,Flotas,FLOTAS
15427,FL-10N,"Flota de hule 9-1/2', espesor 5/8', acabado liso, TRUPER",P591,Flotas,FLOTAS
15428,FL-10X,"Flota de hule 9-1/2', espesor 5/8',acabado extraliso, TRUPER",P591,Flotas,FLOTAS
20180,FL-10P,"Flota de esponja 9-1/2' espesor 3/4', acabado áspero, PRETUL",P591,Flotas,FLOTAS
25074,FL-9NP,"Flota de espuma, 9-1/2', espesor 7/16', acabado liso, PRETUL",P591,Flotas,FLOTAS
15425,FL-12,"Flota de esponja 12', espesor 1/2', acabado áspero, TRUPER",P591,Flotas,FLOTAS
21668,FT-1P,"Formón 1', PRETUL",P066,Formones y gurbias,FORMONES
26094,JGM-12P,"Juego de 12 gurbias escolares para madera, PRETUL",P066,Formones y gurbias,FORMONES
14615,FT-1/4,"Formón 1/4' mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
14618,FT-3/8,"Formón 3/8' mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
14621,FT-1/2,"Formón 1/2' mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
14624,FT-5/8,"Formón 5/8' mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
14627,FT-3/4,"Formón 3/4' mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
14630,FT-7/8,"Formón 7/8' mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
14633,FT-1,"Formón 1' mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
17759,JFT-3,"Juego de 3 formones mango Comfort Grip, TRUPER",P066,Formones y gurbias,FORMONES
21650,FT-1/4P,"Formón 1/4', PRETUL",P066,Formones y gurbias,FORMONES
21653,FT-3/8P,"Formón 3/8', PRETUL",P066,Formones y gurbias,FORMONES
21656,FT-1/2P,"Formón 1/2', PRETUL",P066,Formones y gurbias,FORMONES
21659,FT-5/8P,"Formón 5/8', PRETUL",P066,Formones y gurbias,FORMONES
