código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta 2025,precio mínimo de venta 2026,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3],HD
12154,C-7/8X10,"Cincel de corte frío de 7/8 X 10', TRUPER",MM00,6,36,158,Pieza,7.50E+12,99,99,0,129,99,158,111.21,85.34,136.21,Truper,123.28,143,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.434,298.35,12154
12157,C-7/8X12,"Cincel de corte frío de 7/8 X 12', TRUPER",MM00,6,36,175,Pieza,7.50E+12,110,110,0,145,110,175,125,94.83,150.86,Truper,137.93,160,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.511,349.752,12157
12160,C-1X8,"Cincel de corte frío de 1 X 8', TRUPER",MM00,6,36,165,Pieza,7.50E+12,105,105,0,135,105,165,116.38,90.52,142.24,Truper,129.31,150,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.501,264.499,12160
12163,C-1X10,"Cincel de corte frío de 1 X 10', TRUPER",MM00,6,36,187,Pieza,7.50E+12,120,120,0,157,120,187,135.34,103.45,161.21,Truper,148.28,172,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.6,344.96,12163
12166,C-1X12,"Cincel de corte frío de 1 X 12', TRUPER",MM00,6,36,219,Pieza,7.50E+12,139,139,0,179,139,219,154.31,119.83,188.79,Truper,171.55,199,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.741,374.528,12166
12171,PUDE-3225,"Estuche con 5 puntas planas de 1/4' largo 2', TRUPER EXPERT",MM00,6,72,55,Caja,7.51E+12,35,35,0,45,35,55,38.79,30.17,47.41,Expert,43.1,50,27111734,Destornillador de múltiples puntas,P118,Puntas para desarmador,0.075,148.428,12171
12172,C-3/4X12G,"Cincel de corte frío 3/4 X 12' con grip, TRUPER",MM00,4,24,158,Pieza,7.50E+12,99,99,0,129,99,158,111.21,85.34,136.21,Truper,123.28,143,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.452,1158.93,12172
12174,PUDE-3231,"Estuche con 5 puntas planas de 5/16' largo 2', TRUPER EXPERT",MM00,6,72,72,Caja,7.51E+12,45,45,0,59,45,72,50.86,38.79,62.07,Expert,56.03,65,27111734,Destornillador de múltiples puntas,P118,Puntas para desarmador,0.086,137.478,12174
12175,C-7/8X12G,"Cincel de corte frío 7/8 X 12' con grip, TRUPER",MM00,4,24,204,Pieza,7.50E+12,129,129,0,169,129,204,145.69,111.21,175.86,Truper,158.62,184,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.601,1392.768,12175
12181,C-1X12G,"Cincel de corte frío 1 X 12' con grip, TRUPER",MM00,4,24,255,Pieza,7.50E+12,165,165,0,215,165,255,185.34,142.24,219.83,Truper,202.59,235,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.782,1422.72,12181
12190,CL-3-1/2X8,"Cincel ladrillero 3-1/2 X 8', TRUPER",MM00,4,24,219,Pieza,7.50E+12,139,139,0,179,139,219,154.31,119.83,188.79,Truper,171.55,199,27111900,Herramientas gruesas y de acabado,P773,Cinceles y punzones,0.681,631.842,12190
12322,BIMBO-30,"Carrete con 30 m de alambre forrado multiusos, TRUPER",MM00,12,48,42,Pieza,7.50E+12,25,25,0,35,25,42,30.17,21.55,36.21,Truper,32.76,38,31162814,Kit de sujetadores varios,P036,Cinchos de plástico y de contacto,0.081,363.03,12322
12348,T203-7X,"Pinza punta y corte 7' mango Comfort Grip, TRUPER EXPERT",MM00,6,36,215,Pieza,7.51E+12,135,135,0,175,135,215,150.86,116.38,185.34,Expert,168.1,195,27112105,Pinzas,P108,Pinzas,0.179,425.88,12348
12349,T202-7X,"Pinza corte diagonal 7' alta palanca, Comfort Grip, EXPERT",MM00,6,36,240,Pieza,7.51E+12,155,155,0,200,155,240,172.41,133.62,206.9,Expert,189.66,220,27112105,Pinzas,P108,Pinzas,0.256,569.184,12349
12350,T200-8X,"Pinza electricista 8' uso rudo, alta palanca, Comfort Grip",MM00,3,36,310,Pieza,7.50E+12,195,195,0,255,195,310,219.83,168.1,267.24,Expert,241.38,280,27112105,Pinzas,P108,Pinzas,0.456,696.438,12350
12351,T200-9X,"Pinza electricista 9' uso rudo, alta palanca, Comfort Grip",MM00,3,36,355,Pieza,7.50E+12,225,225,0,295,225,355,254.31,193.97,306.03,Expert,280.17,325,27112105,Pinzas,P108,Pinzas,0.559,764.649,12351
12355,CUNU-N,"Cubrenuca para casco, naranja con reflejante, TRUPER",MM00,4,32,46,Pieza,7.51E+12,29,29,0,38,29,46,32.76,25,39.66,Truper,36.21,42,46181704,Cascos de seguridad,P886,Protección Solar,0.053,550.25,12355
12638,TP20ME,"Cinta métrica larga 20m fibra de vidrio, carcasa plástica",MM00,3,24,270,Pieza,7.50E+12,175,175,0,225,175,270,193.97,150.86,232.76,Truper,211.21,245,27111801,Cintas métricas,P038,Cintas largas,0.489,3107.346,12638
12639,TP30ME,"Cinta métrica larga 30m fibra de vidrio, carcasa plástica",MM00,3,24,355,Pieza,7.50E+12,225,225,0,295,225,355,254.31,193.97,306.03,Truper,280.17,325,27111801,Cintas métricas,P038,Cintas largas,0.595,3354.506,12639
12640,TP50ME,"Cinta métrica larga 50m fibra de vidrio, carcasa plástica",MM00,3,24,575,Pieza,7.50E+12,365,365,0,475,365,575,409.48,314.66,495.69,Truper,452.59,525,27111801,Cintas métricas,P038,Cintas largas,0.951,5930.28,12640
12725,CULI-5X,"Cuchillo abatible 7' para linóleo con mango de nylon, EXPERT",MM00,6,36,200,Pieza,7.51E+12,125,125,0,165,125,200,142.24,107.76,172.41,Expert,155.17,180,27111503,Cuchillos de diversas aplicaciones,P464,Cuchillos,0.151,341.601,12725
12783,GRAS-45,"Grasa lubricante multiusos, base litio, 450 g, TRUPER",MM00,4,12,115,Pieza,7.51E+12,80,75,0,95,80,115,81.9,68.97,99.14,Truper,90.52,105,15121500,Preparados lubricantes,P482,"Lubricantes, aceites y grasas",0.515,1023.12,12783
12794,ROTI-12A,"Rotomartillo/destornillador 3/8', 12V, 1 bat 2 Ah, PRO",MM1,1,4,1665,Pieza,7.51E+12,1250,1250,0,1375,1250,1665,1185.34,1077.59,1435.34,Truper,1306.03,1515,27111701,Destornilladores,P418,Máquinas inalámbricas,1.785,6174.74,12794
12853,COT-30,"Cortador de tubo de cobre 1/8' a 1-1/8' cuchilla 17mm,Truper",MM00,3,72,270,Pieza,7.50E+12,175,175,0,225,175,270,193.97,150.86,232.76,Truper,211.21,245,23241610,Cortador de tubos,P043,Cortatubo y avellanadores,0.364,562.699,12853
12856,COT-32,"Cortador de tubo de cobre 1/8' a 1-1/4' cuchilla 18mm,Truper",MM00,3,36,295,Pieza,7.50E+12,189,189,0,245,189,295,211.21,162.93,254.31,Truper,232.76,270,23101508,Cortadoras,P043,Cortatubo y avellanadores,0.303,576.289,12856
12860,COT-PVC,"Cortador de tubo plástico, corte 1-5/8' (41 mm), TRUPER",MM00,4,24,200,Pieza,7.50E+12,125,125,0,165,125,200,142.24,107.76,172.41,Truper,155.17,180,23101508,Cortadoras,P043,Cortatubo y avellanadores,0.313,726.18,12860
12868,JAV-7,"Avellanador para tubo, ajustable de 3/16' a 5/8', TRUPER",MM00,3,24,400,Pieza,7.50E+12,255,255,0,335,255,400,288.79,219.83,344.83,Truper,314.66,365,27112812,Avellanadores,P043,Cortatubo y avellanadores,0.803,1205.82,12868
12929,CAZ-40,"Cortador de azulejo de 16' (40 cm), TRUPER",MM00,1,4,990,Pieza,7.50E+12,675,625,0,815,675,990,702.59,581.9,853.45,Truper,771.55,895,27112222,Cortador de baldosas,P045,Cortadores de azulejo,5.38,16889.6,12929
12931,CAZ-60B,"Cortador de azulejo 24' (60 cm) con baleros, TRUPER",MM00,1,3,1610,Pieza,7.50E+12,1100,1100,0,1325,1100,1610,1142.24,948.28,1387.93,Truper,1258.62,1460,27112222,Cortador de baldosas,P045,Cortadores de azulejo,7.635,24697.367,12931
12936,REP-CAZ-2,"Repuesto 2 cuchillas titanio para cortador, 22 mm, TRUPER",MM00,6,240,200,Pieza,7.50E+12,125,95,0,165,125,200,142.24,107.76,172.41,Truper,155.17,180,27112222,Cortador de baldosas,P201,Repuestos para cortadores de azulejos,0.025,40.414,12936
12940,PUDE-9027,"Estuche con 5 dados magnéticos de 3/8' largo 2-1/2', EXPERT",MM00,6,72,72,Set,7.51E+12,45,45,0,59,45,72,50.86,38.79,62.07,Expert,56.03,65,27111703,Juegos de enchufes,P118,Puntas para desarmador,0.199,173.46,12940
12953,CV-5,"Cortador de vidrio 5', TRUPER",MM00,12,96,72,Pieza,7.50E+12,45,39,0,59,45,72,50.86,38.79,62.07,Truper,56.03,65,27111514,Cortadores de vidrio,P200,Cortadores de vidrio,0.04,177.63,12953
12972,SELO-20,"Bolsa con 200 separadores de 2 mm de losetas, TRUPER",MM00,6,36,35,Bolsa,7.50E+12,22,22,0,29,22,35,25,18.97,30.17,Truper,27.59,32,31162314,Espaciador de baldosas,P288,Separadores de loseta,0.051,315.897,12972
12973,SELO-30,"Bolsa con 150 separadores de 3 mm de losetas, TRUPER",MM00,6,36,39,Bolsa,7.50E+12,25,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,31162314,Espaciador de baldosas,P288,Separadores de loseta,0.064,315.897,12973
12974,SELO-50,"Bolsa con 100 separadores de 5 mm de losetas, TRUPER",MM00,6,36,47,Bolsa,7.50E+12,30,27,0,39,30,47,33.62,25.86,40.52,Truper,37.07,43,31162314,Espaciador de baldosas,P288,Separadores de loseta,0.094,489.701,12974
12991,CT-9,"Cuchara para albañil 9' forjada tipo Filadelfia, TRUPER",MM00,3,48,240,Pieza,7.50E+12,165,155,0,200,165,240,172.41,142.24,206.9,Truper,189.66,220,27112200,Herramientas de albañilería y concreto,P047,Cucharas de albañil,0.364,1562.4,12991
12992,CT-10,"Cuchara para albañil 10' forjada tipo Filadelfia, TRUPER",MM00,3,48,250,Pieza,7.50E+12,175,165,0,210,175,250,181.03,150.86,215.52,Truper,198.28,230,27112200,Herramientas de albañilería y concreto,P047,Cucharas de albañil,0.4,1781.325,12992
12993,CT-11,"Cuchara para albañil 11' forjada tipo Filadelfia, TRUPER",MM00,3,48,270,Pieza,7.50E+12,185,175,0,225,185,270,193.97,159.48,232.76,Truper,211.21,245,27112200,Herramientas de albañilería y concreto,P047,Cucharas de albañil,0.412,2294.427,12993
13050,CU-3/4,"Cuña para concreto de 3/4', TRUPER",MM00,3,30,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27112504,Cuñas,P767,"Barretas, grifas y cuñas nacionales",0.706,193.5,13050
13053,CU-7/8,"Cuña para concreto de 7/8', TRUPER",MM00,3,18,118,Pieza,7.50E+12,75,75,0,98,75,118,84.48,64.66,101.72,Truper,93.1,108,27112504,Cuñas,P767,"Barretas, grifas y cuñas nacionales",1.033,334.499,13053
13056,CU-1,"Cuña para concreto de 1', TRUPER",MM00,3,12,180,Pieza,7.50E+12,115,115,0,150,115,180,129.31,99.14,155.17,Truper,142.24,165,27112504,Cuñas,P767,"Barretas, grifas y cuñas nacionales",1.48,521.735,13056
13098,MACH-18X,"Machete doble filo 18', cacha inyectada, con funda, TRUPER",MM0,3,24,310,Pieza,7.51E+12,215,215,0,255,215,310,219.83,185.34,267.24,Truper,241.38,280,27112001,Machetes,P092,Machetes,0.715,1152.8,13098
13180,CLNE-18,"Clavadora neumática profesional, calibre 18, TRUPER",MM00,1,5,1190,Pieza,7.51E+12,825,825,0,990,825,1190,853.45,711.21,1025.86,Truper,939.66,1090,27131506,Clavadora de clavos neumática,P290,Engrapadoras y clavadoras neumáticas,2.41,9234.96,13180
13415,LIREX-480,"Linterna recargable con luz emergencia, 480lm, TRUPER EXPERT",MM00,3,24,435,Pieza,7.51E+12,300,325,0,360,300,435,310.34,258.62,375,Expert,340.52,395,39111610,Linternas,P081,Linternas,0.295,3166.899,13415
13988,PROCO-14,"Probador de circuitos de corriente alterna 14 cm, TRUPER",MM00,12,576,21,Pieza,7.50E+12,13,13,0,17,13,21,14.66,11.21,18.1,Truper,16.38,19,41113600,Equipo de medición y comprobación eléctrica,P196,Probadores de voltaje,0.02,87.779,13988
14013,ESMA-4-1/2A12,"Esmeriladora angular 4-1/2', 700W, TRUPER PRO",MM1,1,8,660,Pieza,7.51E+12,550,550,0,600,550,660,517.24,474.14,568.97,Truper,543.1,630,23101506,Esmeriladoras,P097,Máquinas portátiles con cable,2.307,5343.75,14013
14016,AFI-CUM,"Afilador de cuchillos, de bolsillo, TRUPER",MM00,6,108,160,Pieza,7.51E+12,100,115,0,130,100,160,112.07,86.21,137.93,Truper,125,145,23241609,Cuchillos y biseles,P774,Afiladores,0.04,298.806,14016
14160,JOY-29,Desarmador de precisión con 28 puntas intercambiables,MM00,4,32,158,Set,7.51E+12,99,99,0,129,99,158,111.21,85.34,136.21,Truper,123.28,143,27111700,Llaves inglesas y guías,P253,Desarmadores,0.224,1203.462,14160
14163,JOY-43,Desarmador de precisión con 42 puntas intercambiables,MM00,2,30,250,Set,7.51E+12,175,175,0,210,175,250,181.03,150.86,215.52,Truper,198.28,230,27111700,Llaves inglesas y guías,P253,Desarmadores,0.264,1414.8,14163
14196,DTJ-7D,Juego 6 desarmadores dieléctricos y 1 probador de corriente,MM00,1,12,450,Juego,7.51E+12,315,315,0,375,315,450,323.28,271.55,387.93,Truper,353.45,410,27111701,Destornilladores,P253,Desarmadores,0.84,3186.158,14196
14205,JOY-15,"Juego con 15 desarmadores de precisión, TRUPER",MM00,2,36,270,Juego,7.50E+12,185,185,0,225,185,270,193.97,159.48,232.76,Truper,211.21,245,27111700,Llaves inglesas y guías,P253,Desarmadores,0.452,2019.6,14205
14322,EM-22,"Escoba metálica para jardín, curva, 22 dientes, mango 48'",MM00,6,0,140,Pieza,7.50E+12,90,85,0,117,90,140,100.86,77.59,120.69,Truper,109.48,127,27112027,Escoba de jardín,P403,Escobas para jardín nacionales,0.733,2796.024,14322
14328,EMX-22,"Escoba metálica para jardín, recta, 22 dientes, mango 48'",MM00,6,0,200,Pieza,7.50E+12,125,120,0,165,125,200,142.24,107.76,172.41,Truper,155.17,180,27112027,Escoba de jardín,P403,Escobas para jardín nacionales,0.856,2804.48,14328
14338,FRUT,"Recolector de fruta, sin mango, TRUPER",MM00,6,0,225,Pieza,7.50E+12,145,145,0,185,145,225,159.48,125,193.97,Truper,176.72,205,27112047,Cortador de ramas altas,P782,Tijeras a dos manos y cortadores de ramas altas,0.351,4648.443,14338
14345,EP-15,"Escoba plástica para jardín, rígida, 15 dientes, mango 48'",MM00,6,0,96,Pieza,7.50E+12,60,55,0,78,60,96,67.24,51.72,82.76,Truper,74.14,86,27112027,Escoba de jardín,P403,Escobas para jardín nacionales,0.368,1747.46,14345
14360,E6013-3,"Bolsa con 1 kg de electrodos 6013 de 3/32', TRUPER",MM00,5,20,110,kg,7.50E+12,75,75,0,90,75,110,77.59,64.66,94.83,Truper,86.21,100,23271812,Barra de soldadura,P056,Electrodos,1.038,398.58,14360
14361,E6013-4,"Bolsa con 1 kg de electrodos 6013 de 1/8', TRUPER",MM00,5,20,110,kg,7.50E+12,75,75,0,90,75,110,77.59,64.66,94.83,Truper,86.21,100,23271812,Barra de soldadura,P056,Electrodos,1.011,382.272,14361
14362,E6013-5,"Bolsa con 1 kg de electrodos 6013 de 5/32', TRUPER",MM00,5,20,110,kg,7.50E+12,75,75,0,90,75,110,77.59,64.66,94.83,Truper,86.21,100,23271812,Barra de soldadura,P056,Electrodos,1.028,411.384,14362
14363,E7018-4,"Bolsa con 1 kg de electrodos 7018 de 1/8', TRUPER",MM00,5,20,110,kg,7.50E+12,75,75,0,90,75,110,77.59,64.66,94.83,Truper,86.21,100,23271812,Barra de soldadura,P056,Electrodos,1.024,471.519,14363
14364,E7018-5,"Bolsa con 1 kg de electrodos 7018 de 5/32', TRUPER",MM00,5,20,110,kg,7.50E+12,75,75,0,90,75,110,77.59,64.66,94.83,Truper,86.21,100,23271812,Barra de soldadura,P056,Electrodos,1.016,472.626,14364
14376,EC-12,Escuadra 12' para carpintero con mango 100% de aluminio,MM00,6,36,180,Pieza,7.50E+12,115,110,0,150,115,180,129.31,99.14,155.17,Truper,142.24,165,27111803,Escuadras,P058,Escuadras,0.291,855.036,14376
14380,ECT-12,"Escuadra 12' de combinación con punzón para marcar, TRUPER",MM00,6,36,270,Pieza,7.50E+12,175,175,0,225,175,270,193.97,150.86,232.76,Truper,211.21,245,27111803,Escuadras,P058,Escuadras,0.35,633.696,14380
14384,E-16X24,"Escuadra 16'x24' de acero para cantero, TRUPER",MM00,6,36,230,Pieza,7.50E+12,149,149,0,190,149,230,163.79,128.45,198.28,Truper,181.03,210,27111803,Escuadras,P058,Escuadras,0.815,580.172,14384
14386,E-8X12,"Escuadra 8'x12' de acero para cantero, TRUPER",MM00,5,30,95,Pieza,7.50E+12,59,59,0,77,59,95,66.38,50.86,81.9,Truper,73.28,85,27111803,Escuadras,P058,Escuadras,0.285,167.142,14386
14394,CAL-6MP,"Calibrador vernier analógico 6', acero inox, std y mm,TRUPER",MM00,2,10,585,Pieza,7.50E+12,375,375,0,485,375,585,418.1,323.28,504.31,Truper,461.21,535,27111800,Herramientas de medida y bocetaje,P771,Verniers y calibradores,0.329,2316.816,14394
14448,ET-2F,"Espátula flexible 2' con mango de madera, TRUPER",MM00,6,96,72,Pieza,7.50E+12,45,42,0,59,45,72,50.86,38.79,62.07,Truper,56.03,65,27111909,Espátulas,P059,Espátulas,0.09,222.075,14448
14449,ET-3F,"Espátula flexible 3' con mango de madera, TRUPER",MM00,6,96,79,Pieza,7.50E+12,50,49,0,65,50,79,56.03,43.1,68.1,Truper,62.07,72,27111909,Espátulas,P059,Espátulas,0.101,238.526,14449
14450,ET-4F,"Espátula flexible 4' con mango de madera, TRUPER",MM00,6,96,96,Pieza,7.50E+12,60,59,0,78,60,96,67.24,51.72,82.76,Truper,74.14,86,27111909,Espátulas,P059,Espátulas,0.123,266,14450
14451,ET-5F,"Espátula flexible 5' con mango de madera, TRUPER",MM00,6,96,110,Pieza,7.50E+12,70,68,0,90,70,110,77.59,60.34,94.83,Truper,86.21,100,27111909,Espátulas,P059,Espátulas,0.131,305.15,14451
14452,ET-6F,"Espátula flexible 6' con mango de madera, TRUPER",MM00,6,96,118,Pieza,7.50E+12,75,75,0,98,75,118,84.48,64.66,101.72,Truper,93.1,108,27111909,Espátulas,P059,Espátulas,0.149,404.6,14452
14457,ET-3RA,"Espátula afilada y angulada 3' con mango de madera, TRUPER",MM00,6,96,105,Pieza,7.50E+12,65,65,0,85,65,105,73.28,56.03,90.52,Truper,81.9,95,27111909,Espátulas,P059,Espátulas,0.155,312.662,14457
14458,ET-2-1/2R5,"Espátula 2-1/2' de 5 usos con mango de madera, TRUPER",MM00,6,96,87,Pieza,7.50E+12,55,53,0,72,55,87,62.07,47.41,75,Truper,68.1,79,27111909,Espátulas,P059,Espátulas,0.122,238.557,14458
14459,ETA-8,"Espátula tapizadora de 8' acero al medio carbono, TRUPER",MM00,3,18,125,Pieza,7.50E+12,80,79,0,105,80,125,90.52,68.97,107.76,Truper,99.14,115,27111909,Espátulas,P059,Espátulas,0.19,1000.057,14459
14460,ETA-10,"Espátula tapizadora de 10' acero al medio carbono, TRUPER",MM00,3,18,152,Pieza,7.50E+12,95,95,0,125,95,152,107.76,81.9,131.03,Truper,118.1,137,27111909,Espátulas,P059,Espátulas,0.212,1117.396,14460
14461,ETA-12,"Espátula tapizadora de 12' acero al medio carbono, TRUPER",MM00,3,18,160,Pieza,7.50E+12,100,99,0,130,100,160,112.07,86.21,137.93,Truper,125,145,27111909,Espátulas,P059,Espátulas,0.247,1377.177,14461
14462,NL-8,"Cuchillo 7-1/2' para linóleo, TRUPER",MM00,6,36,79,Pieza,7.50E+12,50,49,0,65,50,79,56.03,43.1,68.1,Truper,62.07,72,23241609,Cuchillos y biseles,P464,Cuchillos,0.103,420,14462
14577,FH-3M,"Flexómetro Gripper contra impactos 3 m cinta 13 mm, TRUPER",MM00,6,144,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111801,Cintas métricas,P064,Flexómetros,0.14,353.902,14577
14578,FH-5M,"Flexómetro Gripper contra impactos 5 m cinta 19 mm, TRUPER",MM00,6,72,118,Pieza,7.50E+12,75,75,0,98,75,118,84.48,64.66,101.72,Truper,93.1,108,27111801,Cintas métricas,P064,Flexómetros,0.266,469.304,14578
14579,FH-8M,"Flexómetro Gripper contra impactos 8 m cinta 25 mm, TRUPER",MM00,3,48,215,Pieza,7.50E+12,135,135,0,175,135,215,150.86,116.38,185.34,Truper,168.1,195,27111801,Cintas métricas,P064,Flexómetros,0.472,963.144,14579
14621,FT-1/2,"Formón 1/2' mango Comfort Grip, TRUPER",MM00,3,18,130,Pieza,7.50E+12,85,85,0,110,85,130,94.83,73.28,112.07,Truper,103.45,120,27111911,Formones,P066,Formones y gurbias,0.19,477.09,14621
14624,FT-5/8,"Formón 5/8' mango Comfort Grip, TRUPER",MM00,3,18,130,Pieza,7.50E+12,85,85,0,110,85,130,94.83,73.28,112.07,Truper,103.45,120,27111911,Formones,P066,Formones y gurbias,0.2,477.09,14624
14627,FT-3/4,"Formón 3/4' mango Comfort Grip, TRUPER",MM00,3,18,130,Pieza,7.50E+12,85,85,0,110,85,130,94.83,73.28,112.07,Truper,103.45,120,27111911,Formones,P066,Formones y gurbias,0.216,477.09,14627
14631,LAT-1300,"Lámpara LED 1000 lm de trabajo, recargable, TRUPER",MM00,2,24,625,Pieza,7.51E+12,425,425,0,515,425,625,443.97,366.38,538.79,Truper,487.07,565,39101600,Lámparas y bombillas,P235,Lámparas de trabajo y taller,0.536,3932.6,14631
14633,FT-1,"Formón 1' mango Comfort Grip, TRUPER",MM00,3,18,130,Pieza,7.50E+12,85,85,0,110,85,130,94.83,73.28,112.07,Truper,103.45,120,27111911,Formones,P066,Formones y gurbias,0.24,477.09,14633
14645,AD-CU-P,"Adaptador de cuchillas de repuesto, TRUPER",MM00,1,6,235,Pieza,7.51E+12,150,155,0,195,150,235,168.1,129.31,202.59,Truper,185.34,215,27112000,"Herramientas manuales de jardinería, agricultura y forestación",P174,Podadoras (refacciones y accesorios),0.331,420.75,14645
14646,CU-P-418,"Cuchilla de 18' para podadora, TRUPER",MM00,1,6,270,Pieza,7.51E+12,175,175,0,225,175,270,193.97,150.86,232.76,Truper,211.21,245,27112000,"Herramientas manuales de jardinería, agricultura y forestación",P174,Podadoras (refacciones y accesorios),0.543,474.936,14646
14863,BOM-TR,"Bomba manual para inflar, 100 PSI, TRUPER",MM00,10,0,219,Pieza,7.50E+12,149,149,1,179,149,219,154.31,128.45,188.79,Truper,171.55,199,40151501,Bombas de aire,P014,Bombas de aire,0.762,7644,14863
14928,ACES-4T-14,"Aceite semi-sintético, 4 tiempos, 400 ml (14 oz), TRUPER",MM00,6,36,95,Pieza,7.51E+12,59,59,0,77,59,95,66.38,50.86,81.9,Truper,73.28,85,15121501,Aceite motor,P482,"Lubricantes, aceites y grasas",0.396,805.705,14928
14929,ACES-4T-34,"Aceite semi-sintético, 4 tiempos, 1000ml (34 oz), TRUPER",MM00,3,18,187,Pieza,7.51E+12,120,115,0,157,120,187,135.34,103.45,161.21,Truper,148.28,172,15121501,Aceite motor,P482,"Lubricantes, aceites y grasas",0.992,1810.15,14929
14950,HC-1-1/4,"Hacha cazadora 1-1/4 lb, mango hickory 14', TRUPER",MM00,6,24,310,Pieza,7.50E+12,215,185,0,255,215,310,219.83,185.34,267.24,Truper,241.38,280,27112005,Hachas,P404,Hachas nacionales,0.817,1355.088,14950
